Dose,nob,litter,Dam ID,NCL,implant NO,Dead,left,Fetus No,Sex,Wt1,Wt,Mal
1,913,73,57,12,7,0,0,,N,0.208,0.208,0
1,914,73,57,12,8,0,0,6,F,0.521,0.521,1
1,915,73,57,12,9,0,0,7,F,0.507,0.507,1
1,916,73,57,12,10,0,0,8,M,0.696,0.696,1
1,917,73,57,12,11,0,0,9,M,0.599,0.599,1
1,918,73,57,12,12,0,0,10,F,0.605,0.605,1
1,919,74,64,12,1,0,1,1,M,0.718,0.718,0
1,920,74,64,12,2,0,1,2,F,0.615,0.615,0
1,921,74,64,12,3,0,1,3,M,0.634,0.634,0
1,922,74,64,12,4,0,1,4,F,0.514,0.514,0
1,923,74,64,12,5,0,0,5,M,0.716,0.716,1
1,924,74,64,12,6,0,0,6,F,0.708,0.708,0
1,925,74,64,12,7,0,0,7,M,0.668,0.668,1
1,926,74,64,12,8,0,0,8,F,0.693,0.693,0
1,927,74,64,12,9,0,0,9,F,0.627,0.627,1
1,928,74,64,12,10,0,0,10,F,0.623,0.623,0
1,929,74,64,12,11,0,0,11,M,0.734,0.734,1
1,930,74,64,12,12,0,0,12,F,0.599,0.599,0
1,931,75,72,13,1,0,1,,,,0,0
1,932,75,72,13,2,0,1,1,F,0.624,0.624,1
1,933,75,72,13,3,0,1,2,F,0.827,0.827,1
1,934,75,72,13,4,0,1,3,M,0.846,0.846,1
1,935,75,72,13,5,0,1,4,M,0.778,0.778,1
1,936,75,72,13,6,0,1,5,M,0.764,0.764,0
1,937,75,72,13,7,0,1,6,M,0.838,0.838,1
1,938,75,72,13,8,0,0,7,F,0.841,0.841,1
1,939,75,72,13,9,0,0,8,M,0.919,0.919,1
1,940,75,72,13,10,0,0,9,F,0.852,0.852,0
1,941,75,72,13,11,0,0,10,F,0.833,0.833,0
1,942,75,72,13,12,0,0,,,,0,0
1,943,76,73,12,1,0,1,,,,0,0
1,944,76,73,12,2,0,1,1,F,0.665,0.665,1
1,945,76,73,12,3,0,1,2,F,0.665,0.665,1
1,946,76,73,12,4,0,1,3,F,0.563,0.563,0
1,947,76,73,12,5,0,1,4,F,0.649,0.649,1
1,948,76,73,12,6,0,1,5,F,0.617,0.617,1
1,949,76,73,12,7,0,1,6,M,0.617,0.617,1
1,950,76,73,12,8,0,0,7,M,0.55,0.55,1
1,951,76,73,12,9,0,0,8,F,0.621,0.621,1
1,952,76,73,12,10,0,0,9,F,0.607,0.607,1
1,953,76,73,12,11,0,0,10,F,0.599,0.599,1
1,954,76,73,12,12,0,0,,,,0,0
1,955,77,80,11,1,0,1,,,,0,0
1,956,77,80,11,2,0,1,,,,0,0
1,957,77,80,11,3,0,1,1,M,1.025,1.025,1
1,958,77,80,11,4,0,0,,,,0,0
1,959,77,80,11,5,0,0,2,F,0.49,0.49,1
1,960,77,80,11,6,0,0,,,,0,0
1,961,77,80,11,7,0,0,3,M,1.004,1.004,1
1,962,77,80,11,8,0,0,,,,0,0
1,963,77,80,11,9,0,0,4,M,0.968,0.968,1
1,964,78,81,18,1,0,1,,,,0,0
1,965,78,81,18,2,0,1,1,F,0.687,0.687,1
1,966,78,81,18,3,0,1,,,,0,0
1,967,78,81,18,4,0,1,,,,0,0
1,968,78,81,18,5,0,1,2,F,0.593,0.593,1
1,969,78,81,18,6,0,1,,,,0,0
1,970,78,81,18,7,0,1,3,F,0.631,0.631,1
1,971,78,81,18,8,0,1,,,,0,0
1,972,78,81,18,9,0,1,,,,0,0
1,973,78,81,18,10,0,1,,,,0,0
1,974,78,81,18,11,0,0,,,,0,0
1,975,78,81,18,12,0,0,,,,0,0
1,976,78,81,18,13,0,0,4,M,0.713,0.713,1
1,977,78,81,18,14,0,0,5,M,0.747,0.747,1
1,978,78,81,18,15,0,0,6,M,0.685,0.685,1
1,979,78,81,18,16,0,0,7,F,0.791,0.791,1
1,980,79,89,11,1,0,1,1,F,0.66,0.66,0
1,981,79,89,11,2,0,1,,,,0,0
1,982,79,89,11,3,0,1,2,M,0.64,0.64,0
1,983,79,89,11,4,0,1,3,F,0.756,0.756,0
1,984,79,89,11,5,0,0,4,F,0.727,0.727,1
1,985,79,89,11,6,0,0,,,,0,0
1,986,79,89,11,7,0,0,,,,0,0
1,987,79,89,11,8,0,0,,,,0,0
1,988,79,89,11,9,0,0,,,,0,0
1,989,79,89,11,10,0,0,,,,0,0
1,990,80,96,14,1,0,1,,,,0,0
1,991,80,96,14,2,0,1,1,N,0.619,0.619,1
1,992,80,96,14,3,0,1,2,F,0.601,0.601,1
1,993,80,96,14,4,0,1,3,F,0.665,0.665,1
1,994,80,96,14,5,0,1,4,N,0.572,0.572,1
1,995,80,96,14,6,0,1,,,,0,0
1,996,80,96,14,7,0,1,5,F,0.472,0.472,1
1,997,80,96,14,8,0,1,6,F,0.561,0.561,1
1,998,80,96,14,9,0,0,7,F,0.637,0.637,1
1,999,80,96,14,10,0,0,8,F,0.627,0.627,1
1,1000,80,96,14,11,0,0,9,F,0.621,0.621,1
1,1001,80,96,14,12,0,0,10,M,0.637,0.637,1
1,1002,80,96,14,13,0,0,11,M,0.596,0.596,1
1,1003,80,96,14,14,0,0,12,F,0.591,0.591,1
1,1004,81,97,17,1,0,1,1,F,0.686,0.686,1
1,1005,81,97,17,2,0,1,2,M,0.685,0.685,1
1,1006,81,97,17,3,0,1,,N,0.229,0.229,0
1,1007,81,97,17,4,0,1,3,F,0.464,0.464,1
1,1008,81,97,17,5,0,1,4,F,0.649,0.649,1
1,1009,81,97,17,6,0,1,,,,0,0
1,1010,81,97,17,7,0,0,5,M,0.595,0.595,1
1,1011,81,97,17,8,0,0,,N,0.124,0.124,0
1,1012,81,97,17,9,0,0,6,F,0.523,0.523,1
1,1013,81,97,17,10,0,0,7,N,0.64,0.64,1
1,1014,81,97,17,11,0,0,8,M,0.618,0.618,1
1,1015,81,97,17,12,0,0,9,M,0.566,0.566,1
1,1016,81,97,17,13,0,0,10,F,0.539,0.539,1
1,1017,81,97,17,14,0,0,11,M,0.606,0.606,1
1,1018,81,97,17,15,0,0,12,M,0.585,0.585,1
1,1019,82,104,18,1,0,1,,,,0,0
1,1020,82,104,18,2,0,1,1,F,0.684,0.684,1
1,1021,82,104,18,3,0,1,2,M,0.748,0.748,1
1,1022,82,104,18,4,0,1,3,F,0.701,0.701,1
1,1023,82,104,18,5,0,1,4,M,0.484,0.484,0
1,1024,82,104,18,6,0,1,5,M,0.779,0.779,1
1,1025,82,104,18,7,0,1,,,,0,0
1,1026,82,104,18,8,0,0,6,F,0.734,0.734,1
1,1027,82,104,18,9,0,0,7,F,0.777,0.777,1
1,1028,82,104,18,10,0,0,8,M,0.893,0.893,1
1,1029,82,104,18,11,0,0,9,F,0.812,0.812,0
1,1030,82,104,18,12,0,0,10,M,0.852,0.852,1
1,1031,82,104,18,13,0,0,11,M,0.77,0.77,1
1,1032,82,104,18,14,0,0,12,F,0.734,0.734,1
1,1033,82,104,18,15,0,0,13,F,0.733,0.733,1
1,1034,82,104,18,16,0,0,14,F,0.751,0.751,1
1,1035,83,110,12,1,0,1,1,F,0.686,0.686,1
1,1036,83,110,12,2,0,1,2,F,0.762,0.762,0
1,1037,83,110,12,3,0,1,3,M,0.798,0.798,0
1,1038,83,110,12,4,0,1,4,M,0.804,0.804,0
1,1039,83,110,12,5,0,0,5,M,0.779,0.779,0
1,1040,83,110,12,6,0,0,6,M,0.731,0.731,0
1,1041,83,110,12,7,0,0,,,,0,0
1,1042,83,110,12,8,0,0,7,F,0.83,0.83,1
1,1043,83,110,12,9,0,0,8,F,0.644,0.644,1
1,1044,83,110,12,10,0,0,9,F,0.764,0.764,0
1,1045,83,110,12,11,0,0,10,F,0.75,0.75,1
1,1046,83,110,12,12,0,0,11,F,0.721,0.721,1
1,1047,84,119,13,1,0,1,1,F,0.669,0.669,0
1,1048,84,119,13,2,0,1,2,M,0.716,0.716,0
1,1049,84,119,13,3,0,1,3,M,0.717,0.717,0
1,1050,84,119,13,4,0,1,,,,0,0
1,1051,84,119,13,5,0,1,4,M,0.629,0.629,0
1,1052,84,119,13,6,0,1,5,F,0.69,0.69,0
1,1053,84,119,13,7,0,0,6,M,0.755,0.755,1
1,1054,84,119,13,8,0,0,7,F,0.663,0.663,1
1,1055,84,119,13,9,0,0,8,F,0.618,0.618,1
1,1056,84,119,13,10,0,0,9,F,0.717,0.717,1
1,1057,84,119,13,11,0,0,10,M,0.69,0.69,1
1,1058,84,119,13,12,0,0,11,F,0.675,0.675,0
1,1059,84,119,13,13,0,0,12,M,0.677,0.677,0
1,1060,85,126,14,1,0,1,1,F,0.727,0.727,0
1,1061,85,126,14,2,0,1,,,,0,0
1,1062,85,126,14,3,0,1,2,F,0.677,0.677,1
1,1063,85,126,14,4,0,1,3,F,0.623,0.623,1
1,1064,85,126,14,5,0,1,4,M,0.618,0.618,1
1,1065,85,126,14,6,0,1,5,M,0.641,0.641,1
1,1066,85,126,14,7,0,1,6,M,0.592,0.592,1
1,1067,85,126,14,8,0,0,7,F,0.768,0.768,1
1,1068,85,126,14,9,0,0,8,M,0.816,0.816,1
1,1069,85,126,14,10,0,0,9,M,0.498,0.498,0
1,1070,85,126,14,11,0,0,10,F,0.644,0.644,1
1,1071,85,126,14,12,0,0,11,M,0.743,0.743,0
1,1072,85,126,14,13,0,0,12,F,0.662,0.662,0
1,1073,86,127,16,1,0,1,1,F,0.713,0.713,0
1,1074,86,127,16,2,1,1,2,F,0.645,0.645,0
1,1075,86,127,16,3,0,1,3,F,0.411,0.411,1
1,1076,86,127,16,4,0,1,4,M,0.768,0.768,0
1,1077,86,127,16,5,0,1,5,F,0.665,0.665,0
1,1078,86,127,16,6,0,1,,,,0,0
1,1079,86,127,16,7,0,1,6,M,0.711,0.711,0
1,1080,86,127,16,8,0,1,,N,0.163,0.163,0
1,1081,86,127,16,9,0,1,7,M,0.719,0.719,0
1,1082,86,127,16,10,0,0,8,M,0.71,0.71,0
1,1083,86,127,16,11,0,0,9,F,0.722,0.722,0
1,1084,86,127,16,12,0,0,10,F,0.603,0.603,1
1,1085,86,127,16,13,0,0,11,F,0.662,0.662,0
1,1086,86,127,16,14,0,0,12,F,0.649,0.649,1
1,1087,86,127,16,15,0,0,13,M,0.614,0.614,0
1,1088,87,134,14,1,0,1,,,,0,0
1,1089,87,134,14,2,0,1,1,F,0.402,0.402,1
1,1090,87,134,14,3,0,1,2,M,0.507,0.507,1
1,1091,87,134,14,4,0,1,3,M,0.451,0.451,1
1,1092,87,134,14,5,0,1,4,M,0.517,0.517,1
1,1093,87,134,14,6,0,1,5,F,0.475,0.475,1
1,1094,87,134,14,7,0,0,6,F,0.576,0.576,1
1,1095,87,134,14,8,0,0,,,,0,0
1,1096,87,134,14,9,0,0,7,F,0.651,0.651,0
1,1097,87,134,14,10,0,0,8,F,0.618,0.618,1
1,1098,87,134,14,11,0,0,9,F,0.539,0.539,1
1,1099,87,134,14,12,0,0,,,,0,0
1,1100,87,134,14,13,0,0,,,,0,0
1,1101,87,134,14,14,0,0,10,M,0.705,0.705,1
1,1102,88,135,11,1,0,1,1,M,0.687,0.687,0
1,1103,88,135,11,2,0,1,2,M,0.847,0.847,0
1,1104,88,135,11,3,0,1,3,M,0.817,0.817,0
1,1105,88,135,11,4,0,1,4,M,0.842,0.842,0
1,1106,88,135,11,5,0,1,,,,0,0
1,1107,88,135,11,6,0,1,5,F,0.699,0.699,0
1,1108,88,135,11,7,0,0,6,M,0.838,0.838,1
1,1109,88,135,11,8,0,0,7,M,0.801,0.801,1
1,1110,88,135,11,9,0,0,8,M,0.635,0.635,0
1,1111,88,135,11,10,0,0,9,M,0.761,0.761,0
1,1112,89,142,11,1,0,1,1,F,0.696,0.696,0
1,1113,89,142,11,2,0,1,,,,0,0
1,1114,89,142,11,3,0,1,2,F,0.573,0.573,1
1,1115,89,142,11,4,0,1,,,,0,0
1,1116,89,142,11,5,0,0,3,F,0.656,0.656,1
1,1117,89,142,11,6,0,0,4,F,0.688,0.688,1
1,1118,89,142,11,7,0,0,5,M,0.689,0.689,1
1,1119,89,142,11,8,0,0,6,F,0.587,0.587,0
1,1120,89,142,11,9,0,0,7,M,0.608,0.608,0
1,1121,89,142,11,10,0,0,8,M,0.643,0.643,1
1,1122,89,142,11,11,0,0,9,M,0.618,0.618,0
1,1123,90,143,12,1,0,1,,,,0,0
1,1124,90,143,12,2,0,1,1,M,1.198,1.198,1
1,1125,90,143,12,3,0,1,,,,0,0
1,1126,90,143,12,4,0,0,2,F,0.758,0.758,0
1,1127,90,143,12,5,0,0,3,M,0.929,0.929,1
1,1128,90,143,12,6,0,0,4,M,0.93,0.93,0
1,1129,90,143,12,7,0,0,5,M,1.005,1.005,1
1,1130,90,143,12,8,0,0,6,F,0.917,0.917,1
1,1131,90,143,12,9,0,0,7,M,0.91,0.91,1
1,1132,91,150,12,1,0,1,1,M,0.733,0.733,0
1,1133,91,150,12,2,0,1,2,F,0.731,0.731,1
1,1134,91,150,12,3,0,1,3,F,0.81,0.81,1
1,1135,91,150,12,4,0,1,4,M,0.934,0.934,0
1,1136,91,150,12,5,0,1,5,M,0.785,0.785,0
1,1137,91,150,12,6,0,1,6,M,0.799,0.799,0
1,1138,91,150,12,7,0,1,7,F,0.742,0.742,0
1,1139,91,150,12,8,0,0,8,M,0.921,0.921,0
1,1140,91,150,12,9,0,0,9,M,0.957,0.957,0
1,1141,91,150,12,10,0,0,10,F,0.894,0.894,0
1,1142,91,150,12,11,1,0,11,N,0.708,0.708,0
1,1143,91,150,12,12,0,0,12,F,0.87,0.87,0
1,1144,91,150,12,13,0,0,13,F,0.791,0.791,1
1,1145,92,151,9,1,0,1,1,F,0.883,0.883,1
1,1146,92,151,9,2,0,1,,,,0,0
1,1147,92,151,9,3,0,1,2,F,0.9,0.9,0
1,1148,92,151,9,4,0,1,3,M,0.756,0.756,1
1,1149,92,151,9,5,0,1,4,F,0.776,0.776,0
1,1150,92,151,9,6,0,1,5,F,0.857,0.857,0
1,1151,92,151,9,7,0,1,,,,0,0
1,1152,92,151,9,8,0,1,6,M,0.769,0.769,0
1,1153,92,151,9,9,0,0,7,F,0.89,0.89,1
1,1154,92,151,9,10,0,0,,,,0,0
1,1155,92,151,9,11,0,0,,,,0,0
1,1156,92,151,9,12,0,0,,,,0,0
1,1157,93,156,13,1,0,1,1,F,0.811,0.811,1
1,1158,93,156,13,2,0,1,2,M,1.002,1.002,0
1,1159,93,156,13,3,0,1,3,F,0.877,0.877,0
1,1160,93,156,13,4,0,1,4,F,0.79,0.79,0
1,1161,93,156,13,5,0,1,5,F,0.902,0.902,0
1,1162,93,156,13,6,0,1,6,M,0.864,0.864,0
1,1163,93,156,13,7,0,1,7,F,0.856,0.856,0
1,1164,93,156,13,8,0,0,8,F,0.797,0.797,0
1,1165,93,156,13,9,0,0,9,F,0.839,0.839,0
1,1166,93,156,13,10,0,0,10,F,0.867,0.867,1
1,1167,93,156,13,11,0,0,11,F,0.724,0.724,0
1,1168,93,156,13,12,0,0,12,F,0.829,0.829,0
